,Original,Type,Param1,Param2,Stat,Sign,Reported p-value
83342,"F(1, 43) = 15.54, p < .001",f,1.0,43.0,15.54,<,0.001
75893,"F(2, 606) = 10.26, p < .001",f,2.0,606.0,10.26,<,0.001
161887,"F(8, 1520) = 5.95, p < .001",f,8.0,1520.0,5.95,<,0.001
130057,"F(3, 63) = 6.67, p < .0006",f,3.0,63.0,6.67,<,0.0006
187920,"t(822) = 1.99, p < .05",t,822.0,,1.99,<,0.05
164911,"F(10, 420) = 35.94, p < .01",f,10.0,420.0,35.94,<,0.01
41813,"F(1, 116) = 47.99, p < .001",f,1.0,116.0,47.99,<,0.001
66682,"t(35) = 2.49, p = .018",t,35.0,,2.49,=,0.018
45255,"F(2, 61) = 4.72, p = .03",f,2.0,61.0,4.72,=,0.03
16297,"F(1, 86) = 4.71, p < .05",f,1.0,86.0,4.71,<,0.05
191658,"F(1, 58) = 94.17, p < .01",f,1.0,58.0,94.17,<,0.01
163891,"F(1, 36) = 5.70, p < .025",f,1.0,36.0,5.7,<,0.025
16484,"F(1, 44) = 4.49, p = .04",f,1.0,44.0,4.49,=,0.04
52207,"F(1, 36) = 4.57, p < .05",f,1.0,36.0,4.57,<,0.05
90831,"F(2, 1076) = 28.5, p < .001",f,2.0,1076.0,28.5,<,0.001
26983,"t(11,133) = 2.33, p < .02",t,133.0,,2.33,<,0.02
156304,"t(61) = 6.84, p < .001",t,61.0,,6.84,<,0.001
24770,"F(1, 37) = 4.79, p < .04",f,1.0,37.0,4.79,<,0.04
80814,"F(1, 45) = 6.61, p = .014",f,1.0,45.0,6.61,=,0.014
36141,"t(432) = 7.16, p < .001",t,432.0,,7.16,<,0.001
127378,"F(8, 184) = 10.82, p < .001",f,8.0,184.0,10.82,<,0.001
21023,"t(798) = 51.69, p < .001",t,798.0,,51.69,<,0.001
139422,"F(1, 201) = 121.99, p < .001",f,1.0,201.0,121.99,<,0.001
38253,"F(1, 130) = 7.76, p   < .01",f,1.0,130.0,7.76,<,0.01
89742,"F(2, 39) = 12.64, p < .001",f,2.0,39.0,12.64,<,0.001
73919,"F(1, 46)   = 8.24,    p   < .01",f,1.0,46.0,8.24,<,0.01
31176,"F(1, 84) = 3.55, p < .05",f,1.0,84.0,3.55,<,0.05
12900,"t(340) = 4.70, p < .001",t,340.0,,4.7,<,0.001
128082,"F(2, 47) = 5.90, p = .005",f,2.0,47.0,5.9,=,0.005
131538,"t(417) = −2.292, p = .022",t,417.0,,-2.292,=,0.022
1453,"t(131) = 3.78, p < .001",t,131.0,,3.78,<,0.001
103438,"F(1, 175) = 5.96, p = .02",f,1.0,175.0,5.96,=,0.02
109463,"F(1, 58) = 9.8, p < .005",f,1.0,58.0,9.8,<,0.005
133677,"F(2, 77) = 6.97, p < .01",f,2.0,77.0,6.97,<,0.01
81398,"F(1, 7) = 81.61, p < .001",f,1.0,7.0,81.61,<,0.001
8174,"t(96) = 2.33, p = .022",t,96.0,,2.33,=,0.022
59990,"t(180) = −10.5, p < .001",t,180.0,,-10.5,<,0.001
15652,"F(1, 72) = 8.04, p < .005",f,1.0,72.0,8.04,<,0.005
77484,"F(1, 72) = 8.95, p < .01",f,1.0,72.0,8.95,<,0.01
3698,"F(4, 460) = 6.57, p = .0001",f,4.0,460.0,6.57,=,0.0001
82896,"F(2, 24) = 94.12, p < .001",f,2.0,24.0,94.12,<,0.001
196088,"F(1, 50) = 18.65, p < .01",f,1.0,50.0,18.65,<,0.01
145171,"t(231) = 16.86, p < .001",t,231.0,,16.86,<,0.001
24299,"F(1, 72) = 16.96, p < .001",f,1.0,72.0,16.96,<,0.001
40365,"t(45) = −2.03, p   < .05",t,45.0,,-2.03,<,0.05
51352,"F(1, 157) = 6.89, p < .01",f,1.0,157.0,6.89,<,0.01
96930,"F(1, 18) = 34.91, p < .0001",f,1.0,18.0,34.91,<,0.0001
62788,"t(104) = 2.07, p < .05",t,104.0,,2.07,<,0.05
115476,"F(2, 364) = 9.49, p <.01",f,2.0,364.0,9.49,<,0.01
33762,"t(50) = 3.41, p = .001",t,50.0,,3.41,=,0.001
86302,"F(1, 105) = 7.59, p < .01",f,1.0,105.0,7.59,<,0.01
46358,"F(2, 128) = 5.99, p < .01",f,2.0,128.0,5.99,<,0.01
149830,"F(2, 226) = 4.83, p < .01",f,2.0,226.0,4.83,<,0.01
56396,"F(2, 70) = 14.25, p < .001",f,2.0,70.0,14.25,<,0.001
17309,"t(141) = 13.77, p < .001",t,141.0,,13.77,<,0.001
73767,"F(2, 33)   = 3.95,    p   < .05",f,2.0,33.0,3.95,<,0.05
35426,"t(66) = 1.83, p < .04",t,66.0,,1.83,<,0.04
169632,"F(1, 16) = 18.85, p = .001",f,1.0,16.0,18.85,=,0.001
118228,"F(2, 12) = 195.6, p < .01",f,2.0,12.0,195.6,<,0.01
4298,"F(1, 43) = 4.91, p   < .04",f,1.0,43.0,4.91,<,0.04
186772,"t(1459) = 5.5970, p < .001",t,1459.0,,5.597,<,0.001
18948,"t(52) = 2.84, p < .01",t,52.0,,2.84,<,0.01
169340,"t(57) = −2.15, p <.04",t,57.0,,-2.15,<,0.04
24358,"F(1, 58) = 6.55, p   < .05",f,1.0,58.0,6.55,<,0.05
167093,"F(1, 19) = 9.77, p < .01",f,1.0,19.0,9.77,<,0.01
68702,"F(1, 91) = 5.04, p < .03",f,1.0,91.0,5.04,<,0.03
15850,"t(46) = −7.42, p < .001",t,46.0,,-7.42,<,0.001
145266,"t(15) = 5.31, p < .001",t,15.0,,5.31,<,0.001
78241,"F(1, 198) = 105.45, p < .0001",f,1.0,198.0,105.45,<,0.0001
72663,"F(1, 168) = 52.24, p < .001",f,1.0,168.0,52.24,<,0.001
150063,"F(2, 56) = 4.24, p < .02",f,2.0,56.0,4.24,<,0.02
89172,"t(125) = 1.96,   p < .05",t,125.0,,1.96,<,0.05
88195,"F(21, 1086) = 6.67, p < .001",f,21.0,1086.0,6.67,<,0.001
24893,"F(1, 116) = 9.55, p < .01",f,1.0,116.0,9.55,<,0.01
111944,"F(1, 42) = 6.79, p < .05",f,1.0,42.0,6.79,<,0.05
55748,"t(116) = 6.563, p < .001",t,116.0,,6.563,<,0.001
89478,"t   (38) = −3.64, p <   .001",t,38.0,,-3.64,<,0.001
169672,"F(2, 60) = 4.39, p = .017",f,2.0,60.0,4.39,=,0.017
55920,"t(102) = 2.68, p < .01",t,102.0,,2.68,<,0.01
146687,"F(4, 45) = 2.64, p < .05",f,4.0,45.0,2.64,<,0.05
193205,"F(1, 837) = 4.95, p = .026",f,1.0,837.0,4.95,=,0.026
149253,"F(2, 28) = 6.38, p < .01",f,2.0,28.0,6.38,<,0.01
153106,"F(7, 150) = 42.20, p < .01",f,7.0,150.0,42.2,<,0.01
69146,"F(1, 164) = 21.15, p < .001",f,1.0,164.0,21.15,<,0.001
26039,"F(2, 30) = 52.94, p   < .01",f,2.0,30.0,52.94,<,0.01
70151,"t(86) = 17.24, p < .01",t,86.0,,17.24,<,0.01
124865,"F(1, 24) = 32.665, p < .001",f,1.0,24.0,32.665,<,0.001
176383,"t(75) = 1.16, p > .05",t,75.0,,1.16,>,0.05
162648,"t(149) = 2.98, p = .01",t,149.0,,2.98,=,0.01
197392,"F(2, 27) = 11.29, p < .0005",f,2.0,27.0,11.29,<,0.0005
32293,"F(2, 159) = 3.95, p   < .02",f,2.0,159.0,3.95,<,0.02
150445,"F(6, 114) = 2.61, p <.021",f,6.0,114.0,2.61,<,0.021
19443,"F(2, 27) = 145.01, p < .001",f,2.0,27.0,145.01,<,0.001
21552,"F(2, 27) = 19.93, p < .001",f,2.0,27.0,19.93,<,0.001
101302,"F(2, 241) = 5.38, p < .01",f,2.0,241.0,5.38,<,0.01
160491,"F(1, 109) = 4.48, p < .05",f,1.0,109.0,4.48,<,0.05
56762,"t(82) = 11.84, p < .01",t,82.0,,11.84,<,0.01
182668,"t(26) = 2.98, p < .01",t,26.0,,2.98,<,0.01
72926,"t(73) = 2.04, p < .05",t,73.0,,2.04,<,0.05
145551,"F(1, 73) = 7.10, p < .01",f,1.0,73.0,7.1,<,0.01
35207,"t(198) = 4.43, p < .0001",t,198.0,,4.43,<,0.0001
4250,"F(1, 56) = 4.84, p <.032",f,1.0,56.0,4.84,<,0.032
69689,"t(769) = 2.69, p < .05",t,769.0,,2.69,<,0.05
89452,"t(56) = 0.16, p > .05",t,56.0,,0.16,>,0.05
44038,"t(31) = 2.71, p =   .01",t,31.0,,2.71,=,0.01
86656,"F(1, 71) = 4.70, p   < .03",f,1.0,71.0,4.7,<,0.03
185527,"F(4, 502) = 11.35, p < .001",f,4.0,502.0,11.35,<,0.001
172288,"F(1, 8) = 8.7, p < .018",f,1.0,8.0,8.7,<,0.018
50239,"t(63) = −2.93, p < .005",t,63.0,,-2.93,<,0.005
103286,"F(1, 172) = 4.54, p = .021",f,1.0,172.0,4.54,=,0.021
177986,"F(1, 18) = 4.98, p < .05",f,1.0,18.0,4.98,<,0.05
79580,"t(26) = −4.98, p < .001",t,26.0,,-4.98,<,0.001
131452,"t(8) = 3.6, p < .01",t,8.0,,3.6,<,0.01
141762,"F(3, 63) = 58.361, p < .001",f,3.0,63.0,58.361,<,0.001
121566,"t(116) = −3.19, p < .01",t,116.0,,-3.19,<,0.01
37977,"F(1, 395) = 19.07, p < .001",f,1.0,395.0,19.07,<,0.001
98741,"t(121) = −2.03, p = .045",t,121.0,,-2.03,=,0.045
142157,"t(51) = 2.06, p < .05",t,51.0,,2.06,<,0.05
111204,"t(168) = 3.18, p = .002",t,168.0,,3.18,=,0.002
162881,"F(1, 50)   = 7.15,  p   = .01",f,1.0,50.0,7.15,=,0.01
103255,"t(39) = 2.63, p = .01",t,39.0,,2.63,=,0.01
22223,"F(1, 190) = 23.08, p   < .001",f,1.0,190.0,23.08,<,0.001
27391,"F(2, 56) = 5.31, p < .008",f,2.0,56.0,5.31,<,0.008
24000,"F(1, 277) = 6.02, p < .02",f,1.0,277.0,6.02,<,0.02
38642,"t(2795) = 2.08, p = .038",t,2795.0,,2.08,=,0.038
30611,"F(1, 57) = 4.68, p <.04",f,1.0,57.0,4.68,<,0.04
164984,"F(1, 30) = 8.52, p < .01",f,1.0,30.0,8.52,<,0.01
37747,"F(1, 348) = 101.09, p< .001",f,1.0,348.0,101.09,<,0.001
131583,"F(1, 283) = 5.29, p < .05",f,1.0,283.0,5.29,<,0.05
149665,"t(22) = 4.38, p < .001",t,22.0,,4.38,<,0.001
129281,"F(2, 240) = 1.11, p > .05",f,2.0,240.0,1.11,>,0.05
137135,"F(2, 86) = 209.83, p < .0001",f,2.0,86.0,209.83,<,0.0001
186863,"t(41) = 1.64, p < .05",t,41.0,,1.64,<,0.05
167862,"F(1, 22) = 31.27, p < .001",f,1.0,22.0,31.27,<,0.001
34486,"t(111) = 2.99, p <.004",t,111.0,,2.99,<,0.004
55076,"F(4, 120) = 3.80, p   < .01",f,4.0,120.0,3.8,<,0.01
56788,"F(3, 35) = 32.02, p < .0001",f,3.0,35.0,32.02,<,0.0001
52709,"F(1, 36) = 6.00, p < .02",f,1.0,36.0,6.0,<,0.02
103433,"F(1, 44) = 8.38, p < .01",f,1.0,44.0,8.38,<,0.01
143714,"F(3, 198) = 154.03, p < .0001",f,3.0,198.0,154.03,<,0.0001
103378,"t(208) = 2.18, p = .03",t,208.0,,2.18,=,0.03
52958,"t   (74) = 1.86, p   < .05",t,74.0,,1.86,<,0.05
54679,"F(2, 54) = 9.65, p < .001",f,2.0,54.0,9.65,<,0.001
17406,"t(255) = 3.85, p < .001",t,255.0,,3.85,<,0.001
151208,"F(1, 24) = 9.967, p < .004",f,1.0,24.0,9.967,<,0.004
1052,"F(1, 82) = 164.51, p < .001",f,1.0,82.0,164.51,<,0.001
47078,"F(1, 27) = 15.63, p < .001",f,1.0,27.0,15.63,<,0.001
150376,"F(3, 99) = 9.71, p < .001",f,3.0,99.0,9.71,<,0.001
79560,"t(23) = 5.43, p < .001",t,23.0,,5.43,<,0.001
3565,"F(1, 145) = 9.64, p <.002",f,1.0,145.0,9.64,<,0.002
182564,"t(34) = −6.54, p   < .001",t,34.0,,-6.54,<,0.001
125971,"F(1, 11) = 73.38, p <   .001",f,1.0,11.0,73.38,<,0.001
129158,"t(19) = 4.46, p = .001",t,19.0,,4.46,=,0.001
122264,"F(2, 50) = 66.384, p < .001",f,2.0,50.0,66.384,<,0.001
82012,"t(57) = −4.23, p   = .001",t,57.0,,-4.23,=,0.001
180140,"F(3, 184) = 19.43, p < .0001",f,3.0,184.0,19.43,<,0.0001
73918,"F(1, 46)   = 6.44,    p   < .05",f,1.0,46.0,6.44,<,0.05
1751,"F(2, 81) = 6.50, p < .01",f,2.0,81.0,6.5,<,0.01
33076,"t(26) = 3.10, p = .005",t,26.0,,3.1,=,0.005
14841,"t(23) = −9.01, p < .01",t,23.0,,-9.01,<,0.01
180893,"F(1, 169) = 165.61, p < .01",f,1.0,169.0,165.61,<,0.01
117887,"F(3, 224) = 43.3, p < .001",f,3.0,224.0,43.3,<,0.001
193093,"F(1, 17) = 11.0, p < .005",f,1.0,17.0,11.0,<,0.005
176289,"t(94) = 5.47, p < .001",t,94.0,,5.47,<,0.001
183506,"F(2, 243) = 4.00, p < .05",f,2.0,243.0,4.0,<,0.05
71113,"F(1, 141) = 15.56, p   < .001",f,1.0,141.0,15.56,<,0.001
132647,"F(2, 124) = 157.28, p < .001",f,2.0,124.0,157.28,<,0.001
111689,"t(21) = 4.98, p < .05",t,21.0,,4.98,<,0.05
97437,"F(6, 92) = 97.69, p < .001",f,6.0,92.0,97.69,<,0.001
22940,"F(1, 73) = 36.98, p <.001",f,1.0,73.0,36.98,<,0.001
131629,"F(1, 302) = 24.70, p < .001",f,1.0,302.0,24.7,<,0.001
118634,"t(274) = 3.46, p < .001",t,274.0,,3.46,<,0.001
112186,"F(1, 92) = 52.07, p < .0001",f,1.0,92.0,52.07,<,0.0001
87541,"t(85) = −2.18, p <.05",t,85.0,,-2.18,<,0.05
36462,"t(1,157) = 6.36, p < .001",t,157.0,,6.36,<,0.001
132686,"F(1, 100) = 7.47, p = .007",f,1.0,100.0,7.47,=,0.007
108417,"F(1, 62) = 41.97, p < .01",f,1.0,62.0,41.97,<,0.01
179054,"F(3, 55) = 3.52, p = .021",f,3.0,55.0,3.52,=,0.021
131440,"t(327) = 4.48, p   < .01",t,327.0,,4.48,<,0.01
108529,"t(59) = 4.84, p < .01",t,59.0,,4.84,<,0.01
18088,"t(75) = 2.88, p < .001",t,75.0,,2.88,<,0.001
167959,"t(49) = 4.84, p < .001",t,49.0,,4.84,<,0.001
189539,"t(15) = −3.73, p = .001",t,15.0,,-3.73,=,0.001
24865,"F(1, 108) = 48.58, p < .001",f,1.0,108.0,48.58,<,0.001
90436,"t(948) = −5.58, p < .001",t,948.0,,-5.58,<,0.001
73175,"F(1, 270) = 4.88, p < .05",f,1.0,270.0,4.88,<,0.05
101922,"t(9) = −2.36, p < .05",t,9.0,,-2.36,<,0.05
68649,"F(3, 156) = 11.09, p < .0001",f,3.0,156.0,11.09,<,0.0001
3044,"F(1, 81) = 6.19, p < .05",f,1.0,81.0,6.19,<,0.05
59375,"t(139) = 8.15, p < .001",t,139.0,,8.15,<,0.001
23593,"t(77) = 2.16, p <.05",t,77.0,,2.16,<,0.05
176596,"t(107) = 7.812, p < .01",t,107.0,,7.812,<,0.01
187701,"t(35) = 2.24, p = .03",t,35.0,,2.24,=,0.03
193840,"F(5, 750) = 6.88, p <.001",f,5.0,750.0,6.88,<,0.001
58327,"F(1, 33) = 4.38, p < .05",f,1.0,33.0,4.38,<,0.05
61270,"F(1, 155) = 4.08, p < .05",f,1.0,155.0,4.08,<,0.05
131262,"t(47) = 7.74, p < .005",t,47.0,,7.74,<,0.005
24209,"F(1, 212) = 37.30, p   < .001",f,1.0,212.0,37.3,<,0.001
111327,"F(1, 48) = 7.6, p < .01",f,1.0,48.0,7.6,<,0.01
55724,"t(138) = 2.72, p = .007",t,138.0,,2.72,=,0.007
115659,"F(1, 16) = 6.41, p < .03",f,1.0,16.0,6.41,<,0.03
105861,"t(110) = 8.69, p < .001",t,110.0,,8.69,<,0.001
112944,"F(1, 70) = 6.70, p = .011",f,1.0,70.0,6.7,=,0.011
134161,"t(28) = 5.08, p < .001",t,28.0,,5.08,<,0.001
69387,"F(1, 109) = 11.59, p < .001",f,1.0,109.0,11.59,<,0.001
87897,"t(100) = 15.80, p < .001",t,100.0,,15.8,<,0.001
189632,"F(3, 53) = 3.30, p <.03",f,3.0,53.0,3.3,<,0.03
184531,"F(1, 83) = 43.15, p < .01",f,1.0,83.0,43.15,<,0.01
79593,"t(72) = −3.27, p < .01",t,72.0,,-3.27,<,0.01
32376,"F(1, 88) = 10.01, p < .001",f,1.0,88.0,10.01,<,0.001
193695,"t(17) = 3.81, p = .001",t,17.0,,3.81,=,0.001
171625,"F(1, 82) = 83.18, p < .001",f,1.0,82.0,83.18,<,0.001
180928,"t(200) = 2.00, p < .05",t,200.0,,2.0,<,0.05
186701,"F(2, 40) = 3.55, p < .05",f,2.0,40.0,3.55,<,0.05
47411,"t(588) = 2.29, p < .05",t,588.0,,2.29,<,0.05
88739,"F(1,30) = 4.90, p < .04",f,1.0,30.0,4.9,<,0.04
131855,"F(1, 39) = 4.10, p < .05",f,1.0,39.0,4.1,<,0.05
52822,"F(1, 35) = 7.52, p < .01",f,1.0,35.0,7.52,<,0.01
172038,"F(1, 111)   = 27.32,    p   < .01",f,1.0,111.0,27.32,<,0.01
123209,"F(1, 31) = 6.29, p = .018",f,1.0,31.0,6.29,=,0.018
135500,"F(5, 727) = 12.96,   p < .0001",f,5.0,727.0,12.96,<,0.0001
169211,"F(1, 498) = 63.76, p < .001",f,1.0,498.0,63.76,<,0.001
98021,"F(1, 285) = 61.90, p   < .0001",f,1.0,285.0,61.9,<,0.0001
5017,"t(98) = 2.85, p = .005",t,98.0,,2.85,=,0.005
113382,"F(2, 100) = 30.82, p < .001",f,2.0,100.0,30.82,<,0.001
41086,"t(102) = 11.48, p < .001",t,102.0,,11.48,<,0.001
43599,"F(1, 112) = 5.94, p < .01",f,1.0,112.0,5.94,<,0.01
40654,"F(2, 76) = 10.05, p < .001",f,2.0,76.0,10.05,<,0.001
29164,"t(133) = 2.04, p < .05",t,133.0,,2.04,<,0.05
167972,"t(22) = 3.81, p = .001",t,22.0,,3.81,=,0.001
146199,"F(1, 39) = 6.28, p   < .02",f,1.0,39.0,6.28,<,0.02
136236,"t(98) = 6.7, p < .01",t,98.0,,6.7,<,0.01
186292,"F(1, 49) = 4.39, p = .041",f,1.0,49.0,4.39,=,0.041
166005,"F(2, 323) = 5.02, p =.007",f,2.0,323.0,5.02,=,0.007
158646,"F(2, 590) = 3.82, p < .05",f,2.0,590.0,3.82,<,0.05
16078,"F(1, 240) = 9.52, p = .002",f,1.0,240.0,9.52,=,0.002
171169,"F(6, 1020) = 71.8, p < .0001",f,6.0,1020.0,71.8,<,0.0001
95107,"F(1, 178) = 281.21, p < .001",f,1.0,178.0,281.21,<,0.001
72988,"F(5, 205) = 22.03, p < .001",f,5.0,205.0,22.03,<,0.001
105006,"t   (200) = 2.71, p < 0.01",t,200.0,,2.71,<,0.01
35196,"t(455) = 2.24, p = .025",t,455.0,,2.24,=,0.025
158095,"F(1, 90) = 221.60, p < .0001",f,1.0,90.0,221.6,<,0.0001
61431,"F(2, 56) = 4.09, p < .05",f,2.0,56.0,4.09,<,0.05
11832,"F(1, 79) = 9.77, p < .01",f,1.0,79.0,9.77,<,0.01
185724,"F(1, 186) = 6.01, p = .02",f,1.0,186.0,6.01,=,0.02
29120,"F(4, 2441) = 12.83, p <.001",f,4.0,2441.0,12.83,<,0.001
41483,"F(1, 99) = 52.28, p < .0001",f,1.0,99.0,52.28,<,0.0001
45534,"t(17) = 6.81, p = .0001",t,17.0,,6.81,=,0.0001
76232,"F(1, 172) = 4.76, p = .03",f,1.0,172.0,4.76,=,0.03
117718,"t(48) = 2.39, p < .05",t,48.0,,2.39,<,0.05
146766,"F(4, 154) = 26.92, p < .001",f,4.0,154.0,26.92,<,0.001
137310,"t(270) = 4.46, p < .001",t,270.0,,4.46,<,0.001
79260,"t(114) = 3.05, p = .0028",t,114.0,,3.05,=,0.0028
78215,"F(1, 48) = 10.39, p = .002",f,1.0,48.0,10.39,=,0.002
93908,"F(1, 52) = 39.36, p < .05",f,1.0,52.0,39.36,<,0.05
125343,"F(6, 816) = 31.40, p = .001",f,6.0,816.0,31.4,=,0.001
147179,"F(1, 49) = 8.58, p < .01",f,1.0,49.0,8.58,<,0.01
188727,"F(3, 65) = 3.11, p < .05",f,3.0,65.0,3.11,<,0.05
191721,"F(1, 58) = 6.53, p = .013",f,1.0,58.0,6.53,=,0.013
94123,"t(69) = 7.13, p < .001",t,69.0,,7.13,<,0.001
89484,"F(2, 145) = 3.43, p =.03",f,2.0,145.0,3.43,=,0.03
195053,"F(4, 20) = 1.82, p >.05",f,4.0,20.0,1.82,>,0.05
33341,"F(1, 76) = 6.16, p   = .01",f,1.0,76.0,6.16,=,0.01
193355,"t(38) = 2.39, p = .022",t,38.0,,2.39,=,0.022
176720,"F(12, 105) = 5.76, p < .01",f,12.0,105.0,5.76,<,0.01
110222,"t(43) = 6.80, p < .001",t,43.0,,6.8,<,0.001
87342,"F(1, 47) = 4.95, p   < .03",f,1.0,47.0,4.95,<,0.03
143998,"F(1, 23)   = 23.59,    p   < .05",f,1.0,23.0,23.59,<,0.05
192245,"F(1, 48) = 9.33, p < .01",f,1.0,48.0,9.33,<,0.01
189362,"F(1, 264) = 4.26, p   < .05",f,1.0,264.0,4.26,<,0.05
4945,"F(4, 92) = 30.77, p < .001",f,4.0,92.0,30.77,<,0.001
163872,"F(3, 612)   = 19.12, p   < .01",f,3.0,612.0,19.12,<,0.01
109861,"F(2, 53) = 4.32, p < .02",f,2.0,53.0,4.32,<,0.02
106856,"t(39) = 2.28, p = .028",t,39.0,,2.28,=,0.028
160781,"t(17) = 3.298, p = .004",t,17.0,,3.298,=,0.004
73800,"F(1, 90)   = 7.15,    p   < .001",f,1.0,90.0,7.15,<,0.001
41221,"t(106) = 2.73, p < .005",t,106.0,,2.73,<,0.005
32898,"t(160) = 39.78, p < .001",t,160.0,,39.78,<,0.001
20130,"t(142) = −3.08, p < .01",t,142.0,,-3.08,<,0.01
111859,"F(1, 309) = 53.69, p < .001",f,1.0,309.0,53.69,<,0.001
9974,"t(71) = 3.03, p = .003",t,71.0,,3.03,=,0.003
117631,"F(2, 98) = 3.80, p < .05",f,2.0,98.0,3.8,<,0.05
144002,"F(2, 33) = 11.21, p = .000",f,2.0,33.0,11.21,=,0.0
123862,"F(2, 35) = 3.63, p < .05",f,2.0,35.0,3.63,<,0.05
92634,"F(2,56) = 6.36, p < .01",f,2.0,56.0,6.36,<,0.01
180641,"F(2, 74) = 27.13, p < .001",f,2.0,74.0,27.13,<,0.001
3256,"F(1, 146) = 4.14, p = .044",f,1.0,146.0,4.14,=,0.044
57532,"F(1, 133) = 11.46, p < .001",f,1.0,133.0,11.46,<,0.001
127415,"F(1, 99) = 5.35, p = .023",f,1.0,99.0,5.35,=,0.023
62172,"F(1, 186) = 13.98, p < .001",f,1.0,186.0,13.98,<,0.001
67884,"F(5, 381) = 2.732, p = .019",f,5.0,381.0,2.732,=,0.019
49081,"F(2, 162) = 5.07, p < .01",f,2.0,162.0,5.07,<,0.01
21998,"F(1, 186) = 6.58, p = .011",f,1.0,186.0,6.58,=,0.011
153043,"F(2, 186)   = 6.06,    p   < .005",f,2.0,186.0,6.06,<,0.005
51604,"F(1, 42) = 9.55, p < .01",f,1.0,42.0,9.55,<,0.01
165880,"F(2, 36) = 4.4, p   < .02",f,2.0,36.0,4.4,<,0.02
1335,"F(1, 38) = 5.77, p < .001",f,1.0,38.0,5.77,<,0.001
133898,"t(150) = 6.65, p < .001",t,150.0,,6.65,<,0.001
19190,"F(1, 145) = 15.52, p = .0001",f,1.0,145.0,15.52,=,0.0001
184600,"t(419) = 4.91, p < .001",t,419.0,,4.91,<,0.001
86497,"F(1, 127)   = 57.07,    p   < .01",f,1.0,127.0,57.07,<,0.01
9887,"F(1, 171) = 9.17, p = .003",f,1.0,171.0,9.17,=,0.003
157681,"F(1, 43) = 18.2, p < .001",f,1.0,43.0,18.2,<,0.001
95838,"F(1, 72) = 15.95, p = .0001",f,1.0,72.0,15.95,=,0.0001
146473,"F(1, 24) = 6.452, p < .05",f,1.0,24.0,6.452,<,0.05
44432,"t(17) = 5.25, p < .01",t,17.0,,5.25,<,0.01
131468,"F(1, 96) = 64.32, p < .001",f,1.0,96.0,64.32,<,0.001
146604,"F(3, 66) = 16.32, p < .0001",f,3.0,66.0,16.32,<,0.0001
57793,"F(1, 27) = 4.7, p < .05",f,1.0,27.0,4.7,<,0.05
194185,"F(4, 93) = 12.9, p   < .01",f,4.0,93.0,12.9,<,0.01
9225,"t(92) = 2.3, p   < .05",t,92.0,,2.3,<,0.05
62695,"t(8) = 4.35, p <.05",t,8.0,,4.35,<,0.05
172163,"F(4, 81) = 5.42, p < .01",f,4.0,81.0,5.42,<,0.01
145792,"t(201) = 5.91, p < .01",t,201.0,,5.91,<,0.01
168216,"t(81) = 2.20, p   <.05",t,81.0,,2.2,<,0.05
23829,"t(195) = 9.30, p < .01",t,195.0,,9.3,<,0.01
21307,"F(1, 48) = 15.3, p < .001",f,1.0,48.0,15.3,<,0.001
31409,"t(174) = 2.15, p = .033",t,174.0,,2.15,=,0.033
152757,"F(1, 30) = 13.0, p < .01",f,1.0,30.0,13.0,<,0.01
145595,"F(1, 72) = 15.09, p <.01",f,1.0,72.0,15.09,<,0.01
16745,"t(49) = 7.27, p < .001",t,49.0,,7.27,<,0.001
166498,"F(1, 762) = 232.70, p < .001",f,1.0,762.0,232.7,<,0.001
196637,"F(1, 9) = 6.53, p = .031",f,1.0,9.0,6.53,=,0.031
104100,"F(1, 74) = 5.97, p   < .02",f,1.0,74.0,5.97,<,0.02
167035,"t   (21) = 2.05, p   = .05",t,21.0,,2.05,=,0.05
9542,"F(1, 20) = 183.77, p < .001",f,1.0,20.0,183.77,<,0.001
179787,"t(89) = 2.67, p = .009",t,89.0,,2.67,=,0.009
50336,"F(5, 50) = 5.58, p   < .001",f,5.0,50.0,5.58,<,0.001
103297,"F(1, 92) = 105.9, p < .001",f,1.0,92.0,105.9,<,0.001
139421,"F(1, 201) = 149.85, p < .001",f,1.0,201.0,149.85,<,0.001
136475,"t(1855) = 5.20, p < .01",t,1855.0,,5.2,<,0.01
175600,"F(5, 82) = 11.03, p = .0001",f,5.0,82.0,11.03,=,0.0001
190725,"t(117) = 2.73, p < .01",t,117.0,,2.73,<,0.01
31541,"F(1, 105) = 5.22, p < .03",f,1.0,105.0,5.22,<,0.03
64194,"F(1, 40) = 4.352, p < .05",f,1.0,40.0,4.352,<,0.05
9048,"t(802) = 3.68, p < .001",t,802.0,,3.68,<,0.001
10067,"F(1, 36) = 13.14, p < .001",f,1.0,36.0,13.14,<,0.001
127253,"t(29) = 2.35, p < .05",t,29.0,,2.35,<,0.05
47485,"F(1, 104) = 17.97, p <.001",f,1.0,104.0,17.97,<,0.001
193178,"t(31) = 18.114, p < .001",t,31.0,,18.114,<,0.001
144878,"t(144) = 5.35, p < .001",t,144.0,,5.35,<,0.001
120445,"F(2, 63) = 8.92, p < .001",f,2.0,63.0,8.92,<,0.001
170641,"t(16) =   4.51, p < .001",t,16.0,,4.51,<,0.001
56291,"F(2, 91) = 4.32, p < .02",f,2.0,91.0,4.32,<,0.02
148712,"F(1, 293) = 5.23, p <.05",f,1.0,293.0,5.23,<,0.05
120362,"F(2, 110) = 6.23, p <.01",f,2.0,110.0,6.23,<,0.01
